老树,5.0,很好,2018年6月16日,之前买了两个入门版，其中一个因闪屏严重退货了，随后又买了一个金典版。贵几百块钱的效果还是很现实的，屏幕显示细腻程度，满电续航时间都不是一个级别。之前的入门版充满电，少用网络的情况下，每天两小时左右，最多只能用10天。而经典版到手后当天充满电，然后几乎没关过网络，阅读灯开一半，每天两到三小时阅读，今天是第十天，仍然显示约30%电量。当然不敢用到完全没电才充，据说会对机子不好。
我爱哈迪斯,3.0,用了两年就死机充不上电。,2018年9月26日,我2016年3月买的经典版，但是2018年8月，已经出现第一次死机，充不了电的情况了。不可能修，找了百度，知乎，按着土办法来，果然重启了，在这之后虽然没有变砖头，但之后基本不能用插座电源充电，只能用充电宝或电脑充电，而且缓慢，十分小心，中途不要碰到接头或突然冲不进去。以及有时候还是死机，重启办法就是一直按着重启键。好了，我想说快一千块钱的东西也就用了两年，太不合算了。
echo,5.0,意料之外的惊喜,2018年5月25日,利用Kindle，重拾旧日读英文原版的喜悦和满足，1007含保护套，价格中规中矩。关键是，喜欢读书，尤其是喜欢都英语原版的人，值得入手。没有体验过558的，但是觉得背景灯是比较必要的，白天背景灯开到14-15，眼睛比较舒服，我不太习惯床上看书，脖子会疼，所以很少在熄灯后看书。另外，对于英文学习者来说，点击Kindle上的单词，可以有中文解释（有音标的哦），非常赞。但是遇到生僻的，或者是词性有变化的，建议还是配备一部电子词典在身边（比如我就是结合Casio的在用）。由于买的保护套没有支架，拿在手上久了会感觉中，还是建议放在桌子上看。或者淘个支架配上。总体来讲，喜欢读书的人，又不习惯常跑图书馆的，可以入手一本。你会发现远离了手机干扰，阅读环境瞬间变清静多了。关键是，即便是知乎，也是碎片知识，像某读者说的，在知乎上学不到系统的会计、HR等知识，充其量只是在评论中过一把自娱自乐的瘾而已。学习还是要回归书本。Kindle 推荐的书不错的，但是找书也是要花时间的。Kindle的书有时候不必纸质书便宜，我觉得可以理解，因为版权问题，作者写作也是呕心沥血的对不对？而且，有心的读者会选书，可以看样章，有些书也是包月也是可以免费借阅的。这样算起来也还是可以接受的。最后，如果可以看纸质书，不嫌重，还是纸质书比较好，毕竟Kindle真心不可以100%取代纸质书。谢谢！
亚马逊买家,1.0,质量有问题，很不满意,2017年2月23日,充电五个小时只能充满一半，继续充一晚上充到90%，充电灯仍然为黄色。因为平时用得少，第一次充电已超过购买日30天，售后说可能就是指示灯的问题，要么自己将就着用，要么换台翻新机。呵呵呵。。。。。。换台翻新机。。。。。。。。。。。。
minineco,1.0,刚买就出新的，心塞,2018年10月20日,一星送给营销策略。等半天没上新，忍不住下手买了这款。然后.......刚买了没几天就360度推送通知出了新机，防水、轻了，关键价格还跟这旧款的一样？！一样？！还送券？！......心塞！！！几个意思？？！！这样的营销有考虑过客户感受吗？再见！！！不约！！！
有莉嘉,5.0,翻页闪黑，关闭页面刷新,2018年9月10日,今天我在亚马逊官网买的kindle paperwhite到货了，但是有些乌龙~~一开始发现翻页一闪黑一闪黑的，然后着急找客服，客服表示正常，系统有更新，保持联网，20小时后需要手动重启~~但是一会，后台就给我重置系统，自动重启了。然而翻页还是视频里的黑色。最后我才发现，是我把“页面刷新”的关闭和开启搞反了[doge]。。。关闭后是正常的，只稍微一点点翻页时候字体消失的感觉~~我终于可以看书啦！！！开心
微笑+1,1.0,不太满意,2018年8月3日,四年前的KINDLE无数次掉在地上之后，终于罢工了，怎么也开不了机。打电话向客服求助，说我的是老款已经停产，现在的经典款功能与之差不多。经典款入手后，立马感觉到明显的差别。我以前是智能自动调光的，现在要手动，感觉太鸡肋了。真后悔入手这款，真是食之无味，弃之可惜。哎……
李斌,1.0,缝隙巨大,2017年10月17日,本子屏幕下面的缝隙有多大，我算是领略到了，看到那个缝隙我真是想把自己的脑袋塞进去。买之前期望或许是别人运气不好，原来这根本不是运气不好! 看到缝隙这么大，就联系客服再换一台，没想到收到另一台新的缝隙还是那么大！！！！简直不能忍！！！！退货也拖拖拉拉的半天没人联系，简直差劲
布布鱼,4.0,不错,2016年10月17日,之前有KPW1代，新KPW 300dpi的屏幕相较原先的版本清晰很多，对比看就像铅印书和激光照排书的区别。新的KPW背光比较暖，看起来更舒服，但背光到均匀度不如老KPW，屏幕边缘又些偏冷，不知道是个例还是普遍现象。
一块小橡皮,3.0,完美主义者慎选,2015年8月18日,感觉Kindle小问题还是挺多，比如说我拿到的这台，有几个小黑点，有点阴阳屏，还有点歪屏，但都不严重。比较不能忍的是做工，左侧边包得很好，接缝线也很齐，右侧边没有包住，留下好大一条缝，而且参差不齐，很容易进灰。网上查了下，大家拿到的多多少少都有这样那样的问题，换了也是一样，于是也懒得退换了，将就用吧。感觉跟苹果的品控还是差距比较大。完美主义和强迫症患者慎重再慎重。
goodbye Westlife,1.0,特别警惕：千万不要相信，所谓买kindle送读书劵！！！,2018年6月21日,"信赖官网，才在这边买的，当时买的时候搞活动，说的是买kindle送读书劵。本来是准备买的，因为是刚需。买后还特别咨询了客服人员，这边的说辞是到货一周后会自动到账。但是买了差不多两个星期，根本没有读书劵，还是自己充的钱，买商城的电子书。后来再次咨询客服人员，说的劵给了，我自己用了,特么我自己账户上充的钱，我怎么用。官方给的解释是我买一本书的时候，用的 ，我用毛线了，这边直接把概念偷换了......本来是kindle的死忠粉，现在完全转黑。不送劵就不送，还是说什么送50元的读书劵，之后偷换概念，账户根本没有50元读书劵！！！！！完全属于欺诈行为！！！大家要小心，喜欢kindle的换个平台买，不要在这边！！！太扯淡了。。。。"
欣欣向荣,1.0,快递太慢！,2018年9月7日,快递太慢！快递太慢！快递太慢！等个kindle要这么久的嘛，毕竟商品也这么多钱，能不能发个稍微快点的快递？？3号早晨下的单，快晚上了才发货，之后写着6号到，之后7号也没到？？心已凉。。。每天打开实时关注快递情况，真的很失望，5号下午就到北京了，发到三环要这么久？早知道去淘宝买了，顺丰直邮。。。现在对产品也没有那么大的期望了，哎，希望改进吧。。。
海霞,1.0,太糟心了！,2018年5月13日,没有发信息，没有打电话，快递放到自提柜。好歹也是2000多块钱的东西，如果不是自己下载的软件，就只能在自提柜呆一辈子了？再说包装太烂了，纸箱子破损的太严重，商品就差一点掉出来了，勉勉强强送给朋友了，这次购物太糟心了！
罗炜,1.0,死机,2017年11月20日,几天不用 就开不了机了第一次重启开机了第二次重启都开不了机了 用的很难受说是续航很久 结果就是坑
飞鹰,1.0,售后极其差,2018年3月1日,说好的优惠券不给，经过催促后返还了，但有效期只有一天，谁给你们的权力?你一天能买几千块的电子书啊？👎👎👎👎👎👎
ELAINE,1.0,缺货情况下欺瞒消费者,2018年10月5日,买的bundle 但是保护壳迟迟收不到家商家也没有明确说明 国庆节后一周都没有消息 官网直接显示不确定 亚马逊物流以前都挺快 这次感觉挺坑的 还是天猫京东来的比较有好一些 购物体验太差
winnie,3.0,想说爱你不容易,2018年2月11日,折腾了好半天，谈谈优缺点。优点小巧，书包里随身携带方便，看书确实眼睛舒服。有wifi功能，联网下载很方便，回来就自动升级。缺点，界面不够人性化，特别是在看书过程中翻页功能实在烂，新机器里没有任何图书，需要自己去联网到书库里花钱买。免费想看的书很少。曾经在几年前用过国产汉王，机器里自带书库，不愿意看了再去下载新的。这个机器就像是挖了个无底洞，书库里的价格都不便宜。
王娅如,1.0,阅读器整体还可以，就是958以上的会相对费电，没有官网说的待机时间很长！,2018年4月23日,有屏幕灯的相对要费电这是肯定的，拿到后当天拆开，有百分之六十左右的电，用了两天，基本就没了，没有官方描述的那么好，我中间是把WiFi关闭，屏幕亮度控制在9，光线充足的时候会把屏幕亮度调到0！！
李飘,1.0,活动送券迟迟未到账,2018年2月8日,上月底看着有送电子书券的活动，赶在活动结束前下了单，30号签收的，活动页面写的是签收5日内下发电子书券，然而到现在并没有见到，客服电话打了若干，说是能看到有参加活动，但仍然没有见到所谓的书券。送个券有这么困难么！
香槟乌龙,1.0,体验极差,2018年8月16日,首先是买回来后无法联网，好不容易摸索出来后，买了几本书，居然完全无法下载，主页上没有手机版APP却有。后来尝试注销账号，花了整晚时间居然都注销不了天啊我买的到底是什么东西！
草儿,5.0,东西不错， 但50元电子券在哪里？,2017年12月20日,东西不错，尤其是生字注音，孩子刚上二年级，很多字不认识，为了引起孩子阅读兴趣，买了这个版本，昨晚半夜孩子想起床看，因为充电没看成。早上看了一个小时，非常喜欢。 P：没有看到任何与电子券有关的东西。
Kris,4.0,看书神器,2017年8月16日,# 屏幕效果很爽；# 适合各种阅读场景，单手使用很舒适；# 配合邮箱推送，微信推送等功能，收集阅读材料很方便；# 记笔记，记单词，云端同步# 可以压泡面😂-----# 刷新率和响应速度是个很妨碍用户体验的问题，这都第几代了？
黄金虎,1.0,快递服务极差！,2018年10月15日,在亚马逊最不满意的一次购物，快递服务真的太差了，因为当天有事，并且想亲手拿到商品，再三打电话给快递员不接，打给广东如风达客服，说帮我问，也没有下文！晚上回来，收到条短信，说给我丢在门卫了！门卫！我买的价值一千多的产品，你就给我发条短信说丢到门卫了？丢了谁负责？？这样的物流服务真的是非常不爽了，以后将会考虑要不要再在亚马逊上购物！
liarsong,5.0,想不通为什么我能忍到现在才买它！！,2018年5月19日,为了看原版英文小说买的，纸质本太贵了，便宜的也要七八十。不得不说kindle真的很好用，屏幕看着舒服眼睛不酸涩。买的时候看评论其实很忐忑，毕竟好多说收到次品的，好在我的用了两天没有什么问题，闪屏这个意外的并不是很频繁？哈哈 还有说背屏漏光和下方有黑色阴影这个我觉得还好诶……可能我真的太容易满足了……续航也可以，书籍导入方便，总之就是各种满意啊啊啊！！一本小说两天断断续续看了一大半了。选择官网买冲着Kindle售后去的，室友早早买的是入门款，说他家售后超级贴心。恩，总之为kindle打万年call！！！
星矢日生,1.0,这款kindlepaper 很垃圾，相当垃圾，质量差，屏幕漏光严重，卡顿，售后差,2018年10月24日,这款kindlepaper 很垃圾，相当垃圾，质量差，屏幕漏光严重，卡顿，售后差，屏幕漏光很严重，还动不动死机卡顿，跟售后说，居然说垃圾屏幕是正常的，一块块光斑也是正常的，真是醉了，只有最差没有更差，亚马逊看样子要在中国开到头了，一点不注重用户体验和感受，我交涉了很久才勉强同意给我换货还是维修机器，用我的全新机换维修机，小屁民一个实在没办法，也没法忍受严重漏光的屏幕，大家以后千万不要在亚马逊买东西了，抵制美国货！！！
何育培,1.0,差评，差评，差评,2018年5月29日,差评，第一次买亚马逊阅读器说赠送书券，3月份买的，书券4月份就不能用。等于一分钱都没用过就没了。不想送书券的就不要搞优惠促销，没下次，现在看到亚马逊阅读器都想扔了它！第一次这么气人的网购，阅读器还闪屏，翻一页就闪一次！
亚马逊买家,1.0,对kindle的评价,2017年2月6日,我很怀疑是不是买到了假货或者次品，新的kindle居然满屏幕都是黑色的小噪点，如果不是怕麻烦，真的要求退货重新发。
Amazon Customer,4.0,使用感受,2016年5月30日,外观：没有很让读者分心的设计，很好，可以全心投入阅读之中。性能：感觉比无背光版本性能要好，刷新里残留更少，有背光后看书更方便了。不足之处：重量，虽然已经很轻了，和ipad比更是轻了不少，但拿手里看时间长了，还是有重量感。
HGJ808,1.0,会员日期间购买不送皮套和电子券，就差一天,2018年7月17日,在会员日期间购买，只差了一天就送皮套和88元券，这也太不公平了吧，而且自营商品的20元券也不能使用。为了买这个东西，还冲了会员，结果也没有什么优惠，一次不开心的购物！
许普越,5.0,读书神器,2017年12月29日,一直想要来一本kindle对于我这种爱好读书的人，^_^，但也一直觉得纸质的书读起来才有读书的范，也就一直都没有购买。一来，纸质的书买的太多，家里太占位置，二来，也是烧钱的。这次买kindle纯属意外，但也在意料之中。给我的感受就是，只有参加了亚马逊的包月服务，书才可以免费借阅，但是书的资源确实不够，毕竟资源是要满足所有人的需求的，书的种类都有涵盖，但是每个种类的电子书资源比较有限，而且很多包月了之后，依旧无法满足免费借阅的功能，这点希望能够改进，其他的读书感受很不错~~~~~
亚马逊买家,5.0,kindle,2017年12月7日,一直担心闪屏严重，拿到手之后发现并没有网上说的那么恐怖。翻页转换时极轻微的延迟，在我的接受范围之类。比较不开心的是买了第二天出现的更加优惠的送书券活动。中文专业的有一个kindle非常方便，图书馆的书只要老师列出书单就没有了！不论多旧多老的书全都没有了！也是有点心塞。去实体店询问被告知voyage停产了，并且压敏翻书键对我来说没有什么用，所以选择了p3.
agamisser,1.0,太差劲,2016年1月25日,自从更换配送商后，我很少能按预定时间收到货物，不是地址不对就是无法联系推迟配送，我在亚马逊中国前前后后买了好多年的东西，同一个地址最近才出现问题？！致电客服只回复我要给催一下，对我反映的配送商无故推迟送货不予理睬，真是无语，汪我这么多年对亚马逊的支持！退货吧，以后也不会再买。
金婷,5.0,开启我的阅读之旅,2018年1月5日,我并不是个爱看书的人，在购买它之前看过很多的评论，很多人都说不爱看书的人不要寄希望于Kindle上，我认为是有道理的，但是我18年的愿望就是培养自己看书的习惯，为了我的孩子，我也要慢慢的融入到看书的群体中。但是有个疑问，送我的50元电子券去哪里查看呢？联合小小包麻麻电商平台赠送的优惠券又怎么领用呢？很是疑惑。还有我的信用卡明明可以用为什么支付时显示无效？
Kindle 客户,4.0,物流蜗牛,2017年2月26日,入手一台Kindle PW，足足等了半个月才到手，刚上手，同步了之前手机上在读的几本书，感觉不错。第一次用kindle，拆箱开机的时候还以为屏幕上有一张宣传纸，屏幕闪动才发现那就是显示出来的效果了，有点小震撼！
亚马逊买家,1.0,垃圾配送,2017年2月5日,什么垃圾配送  1月25号下的单  说是2.4号准时到达  结果今天2月5号都还没有到  这期间春节可以理解 但这都上班几天了 难道快递还没有上班么？最不能理解的就是为什么订单跟踪说的是无法联系到配送员？最最重要的就是明天我就要出国  今天晚上还没拿到货  这跟浪费了有什么区别
张晓科,1.0,质量问题,2018年5月7日, 太差劲了。设备问题还推三阻四换不了。现在只好退款了。订单是958，退款变成了八百多，什么情况？
tony,5.0,有几个小问题求解,2016年10月1日,喜欢kindle自然是没的说，已经用了几天，感觉看书阅读很方便。不过还是有几个小问题求解：1：屏幕最下方部分亮度不如其他部分，有点发暗。2.使用中反应有些慢，而且wifi经常无故掉线。3.一次充电可维持数周，真有那么耐用吗？如果一直看书的话，大概能维持多少小时？我的怎么感觉耗电比较快啊，这是什么情况。谢谢！
TL,1.0,物流垃圾,2018年3月3日,产品我不想评论，我想说快递简直是辣鸡，没素质，公司在四楼别的快递都是送货上门，他要我自己下楼去拿，而且语气极其恶劣，退货我取消了，他自己失误跑过来找我，对我冷嘲热讽，以后再也不在亚马逊买任何东西。
SuperAngela,4.0,仿真书观看体验不错，但设置操作和带图页面翻页都闪屏,2018年8月6日,本周五下单，周六到，礼盒装很高大上，小礼品基本上都没用处。裸机确实很轻，带了机套重了不少，准备等皮套用坏再直接用裸机。磨砂屏幕，水墨字迹清晰，确实跟看真书感觉很接近。但是，在设置页面里操作，首页操作，特别是看书在带图页面翻页时，都闪屏严重! ! <半小时漫画中国史>几乎每页都带图嘛，结果每次翻页都闪屏，闪得眼睛很累好吗? 也不知这是Kindle PW的死穴，还是就我这台这样。又没有在线客服入口，这样做售后很差诶!
小猫姐,5.0,新手第一天,2017年9月7日,才买，怎么直接关联注册成了亚马逊账号了？  怎么个送50元电子券，哪里呢？买的时候优惠信息不见了。。。  手生！
1981yuanyuan,1.0,不愉快的使用体验,2018年4月4日,拿到后没有立刻使用，最近刚开始使用，不知道什么原因，这款电子书经常性的出应用程序无法启动的提示，但是准备维修检查的时候就又什么毛病也没有，日常使用就又开始罢工，感觉自己被电子书欺负了
嗯哈,5.0,推荐,2015年12月30日,看到许多关于色差和黄屏的评价，犹豫了好久怕也买到质量不过关的kindle。终于下决心买了，我现在非常高兴做了这个决定，太好用了！屏幕完全不会泛黄，只是下底边由于背景灯光的原因会有点显黑边，但完全不影响看书。之所以想买这款是因为已经有了一款入门级的，由于没有背光灯总觉得特别不方便，而且屏幕总觉得很暗。这款就不一样了，看起书来眼睛特别舒服，而且也可以在kindle上买书了。建议喜欢看书的就直接入这款吧免得浪费钱！必须强调的是快递员太好了！不仅尽职，而且每次都特别贴心的提醒不要忘记取放到柜子里的东西，十分感谢他！
许三多和许三观,5.0,放下手机，拿起kindle,2016年1月7日,以前潮流小的手机，越小越好。后来潮流大的手机，越大越好。现在又开始慢慢回归小屏幕手机了。以前的手机只可以打电话发短信，后来手机无所不能，看电子书这功能就不在话下了。kindle只能用来阅读，这在不少人眼里可能会纳闷，这么个玩意花个好几百甚至上千块买来看书，值得吗？答案是，物超所值！！只能阅读，这其实是kindle最大的卖点。当今信息爆炸的时代，很容易分散精力。用手机是可以看书，看新闻，但是手机还可以干很多事情，电话短信微博微信QQ，信息一弹出来，必然影响阅读。kindle很好的解决了这个问题。简单，实用。当然，kindle远不止如此。使用体验绝对让你爱不释手！amazon给我的感觉是，非常注重用户体验！包括kindle产品。看起来很简单的一块板子，谈不上多精致，但是简而约的风格和触摸手感，确实是令人赞叹。电子书也比较丰富，文学类作品基本上都能找到。总之，这是我网购以来买到的最满意的产品！玩手机少了，读书多了。
神雕大侠,1.0,没找到发票，北京二环配货还晚了一天,2018年3月10日,评价0个星，找了半天没有发票，也没有明显的地方说哪里能补开发票，或者发票是不是稍后几天才能到。配货也没有按照指定的时间配货，还是北京二环附近，呵呵。体验很差。
Kindle 客户,5.0,阅读体验还不错,2017年11月12日,整体看起来很不错，手感也好，就是刚刚开始，触屏反应有点慢，不知道是不是一开始这样，第一用，然后阅读习惯也还是很适应，因为有时候想看目录，貌似没有手机上的kindle阅读软件方便，我还在探索中，还有一点就是怎么找到客服，然后咨询下买的时候不是说送优惠卷的，到哪里领啊？？，没看到呀~~
李欣,3.0,赠书券低劣的套路,2017年12月26日,买Kindle增 958的书券，真的是骗人的噱头。等了n天，发下了书券，结果是按一定折扣享受优惠的券，5折，8折，1折。 1折很优惠是不是，但其限定买的书，基本都是没人看的。 5折，8折的也选不出几本。 这样的平台， 却是这种低劣的套路，真让人失望。
亚马逊买家,1.0,不值，千万别买,2017年6月8日,使用后感觉在护眼方面与普通手机没有什么优势，操作界面不友好、不方便，懒得退换了，不建议购买
kiki,3.0,对亚马逊的物流非常不满意！,2018年7月30日,买来送人的，产品性能不予置评。1、我的订单亚马逊给我发的是百世快递，物流信息在亚马逊app上的展示非常不友好，很混乱，北京-山东-北京-山东；2、快递小哥给我送件的时候告诉我是破损件，放在了丰巢，我拿到以后发现，外包装盒子破烂，里面的包装盒也破了，不知道有没有经历过暴力快递，但可以肯定的是，亚马逊发货包装太不认真了！使用的是比产品大很多的快递盒，而且没有使用任何填充物！对亚马逊的物流非常不满意！
木犹如此,4.0,略有瑕疵,2015年8月3日,自０６年来就在亚马逊上买书，当年好像还叫卓越什么的，一向习惯纸质书，今天作为戒烟一周年给自己的礼物，还是入了KPW3。缺点：一、屏幕下方有个亮点，虽然懒得换了，但这种质量实在不应该；　　　　二、每次翻页还是有点闪烁，客服解释是正常情况，但还是不太习惯；　　　　三、背光还是不太均匀；　　　　四、书库的书太少了，特别是专业类的书（如法律类）优点：一、总体阅读的效果还是很惊艳，特别是在日光下；　　　　二、轻便易携；　　　　三、比手机和IPAD更让人能静下心来读书。建议：对于以前已买了纸质书的用户，对有相应电子版的应该免费赠送或以更大折扣卖给已有纸质书的用户，让kindle真正成为我们身边的图书馆
李建强,1.0,质量,2017年11月14日,昨天刚开始使用，今天就不能滑动开锁了，触屏又不起作用，到底是什么问题？我11月14日办理退货，且也受理了，怎退款这么长时间未回到
海狼,5.0,非常好,2018年11月16日,这款kindle是很好用的。买书看书都比较方便。屏幕也不错，只是我对他的使用率不高，当初以为自己会经常看他，看来还是高估自己了～电池很耐用，飞行模式很久都不下电，很棒！习惯了的话体验可以说绝对是媲美纸质书的
十七,1.0,辣鸡产品，卡的要死，不好用，,2017年10月19日,辣鸡，买了没多久，卡的要死，严重影响阅读，一点都不好用，如果你手机卡，你用的会不会难受，这Kindle 卡到每次都要锁屏重启，看书一闪一闪的。
huimingok,3.0,机子不错，但优惠券呢？,2017年12月23日,双12下的单，第二天就送到了，快递不错。机子也合我心意，看书眼睛不累。但是，说好的双12优惠购书券呢？提醒邮件说已经入了我的账号，跟客服咨询两次，离收货的13号整整10天了，完全不见优惠券，离优惠到期的31号也剩下几天了？何时能看到我的优惠券？？
James,5.0,严重推荐,2017年12月21日,这个是亚马逊的电子书里面，性价比最高的一款吧？买了这玩意后，我从亚马逊上买了好多电子书，看都看不过来了。
Bearella,4.0,总体不错，提出一点小建议,2017年10月4日,我能说什么，墨水屏不错，保护眼睛，总体不错唯独做工太不细致，我就想问，为什么我的kindle明显屏幕右偏？右边紧的一点缝隙都没有，左边缝隙宽得看到清楚。这点没做好，还有买保护套减20的那个，难道就没有配白色kindle的保护套吗？这就很奇怪了，一个套子扣上去白色kindle立即变身花色kindle，蓝色，黑色，白色，灰色。。。深蓝也不够典雅，觉得配不了白色。。。且反应有点慢，手指感应不是很方便，希望以后不要出现阴阳屏，漏光什么的吧，至少现在还挺好的。算了，学生党，只要能看书就行，希望对我们持有设备者多推出一点免费书，谢谢了
亚马逊客户,4.0,触摸屏的问题希望解答,2017年9月18日,感觉很方便，大小很合适，除了PDF需要调整，其他没什么问题。只是一开始水墨屏闪的厉害，经过客服指导好了一点，今天早上好好的，突然触摸屏幕没有反应，无奈按了四十秒重启，还好好了，所以就想着来评价一下吧，也希望客服能告诉我为什么会出现这样的情况。以免重蹈覆辙。
圆脸小超人,1.0,没见过这么差的服务,2016年2月25日,现在无法评价产品本身  因为我根本就没在约定时间收到快递！白白等到晚上八点！本来是想要送人的  现在看来也是耽误事  打了两次客服电话 我提出没人送我可以自己去取货 客服说让人给我打电话 但是配送中心没人联系我 也没有人给我打电话  我自己就那么傻傻的等着！只能说服务做得太差了 这点比京东差远了  第一次在亚马逊买东西 也是最后一次买了！！！什么叫未取得联系？？！！根本没有人跟我联系！凭什么就说联系不上不给送？！我理解太晚了快递员要休息  但是我已经提出了 我可以自己去取  已然没有回复！再也不想用亚马逊买东西了！
童童,1.0,耍无赖,2016年1月29日,好好的电子书，让亚马逊给恶心着了，买了10台kindle，页面说买就送50元优惠券，没有任何其他补充说明，结果等我买完了，告诉我一个账户只能赠送一个，而且说当时页面肯定写了，是我没看到，好意思吗，赠送写那么大，却不标注一个账号只能赠送一次，还非说客户没看到，真让你们给恶心着了，以后都不会再来买东西了
亚马逊买家,1.0,kindle连不上wifi,2017年6月11日,为什么我的kindle怎么都连不上wifi，重启好几次，wifi也拔掉重插，都不行，是kindle出问题了吗？要修吗？
Quito Lin,5.0,看书神器，绝对超值,2018年9月7日,买了一年多了，对我个人来说那绝对是物超所值的。天天带着，已经看了五六十本书了。阅读体验非常的好，眼睛不容易疲劳。Kindle的书库也是非常给力，出新书的速度还挺快的，还经常有打折，所以绝大部分的书籍都不贵（我的标准是十几元一本，或者50元以下一套的书都是可以接受的）。之前在网上也看到很多关于这个机器的评价，众说纷纭，我觉得客观的来讲，还是得取决于你爱不爱看书，本身不爱看书的话，买来肯定是鸡肋，爱看书，又不想整天背着纸质书的话，那我非常推荐买。很多书我也不觉得都得买纸质的，价钱贵不说，家里也放不下，这样一个小本本存个几千吧书应该不是问题。所以爱看书的朋友赶快下手吧。
亚马逊买家,1.0,非常不满意,2016年1月9日,真的是要给差评，说是送什么保温杯，商品购物界面根本完全没有提示要将赠品添加到购物车，我是用手机app买的，连客服自己都找不到写着要将赠品添加到购物车的提示，打了十分多钟的客服电话，最后告诉我稍后会有相关人员跟我解决，解决也没告诉我把赠品添加到购物车的链接在哪，而是直接把买保温杯的界面给我，请问，顾客自己在哪能找到？最后解决的办法是不能补发，需要我自己退货退款重新购买，呵呵呵，你们就是这样从怕麻烦的顾客里捡漏么？？
Sherry Ai,5.0,五星好评,2018年3月30日,"这是给重度书虫病患者的加重福利, 哈哈哈, 质量不错, 同步也很快, 主要是不伤眼睛, 重量合适, 适合带着走, kindle主要针对看书人群, 和ipad根本就是两种产品定位, 没有可比性.总之非常不错..."
吕刚,5.0,感受,2017年10月14日,刚换了台。之前9月27日买的，10月9号就坏了，和客服沟通换了一台(放在家里大概24小时没用，结果直接打不开了，死机了)，换了新的后我用了一个小时左右，明显感觉这次的机器和上次比反应速度快了，显示也好点，字体默认的比之前的机器小，但显示清晰。我在想机器出厂前不应该是同样的状态吗？但总之这次换的这个挺满意，希望能用时间久点，毕竟我们也不想换来换去，麻烦!
Meshir,5.0,很喜欢,2017年10月18日,因为有背光灯才买的  很喜欢  买了个保护套  每天睡前都会看  因为想避免自己看手机入睡 也想保护一下自己的眼睛吧 书库的书还算比较全  只要不是太过冷门的书应该都会有 时常还会有一些优惠书本 因为还是学生 宿舍没有那么多存储空间 买了这个纸质书本占地方就不成问题了
